Gene	sgRNA	NKselection|beta	NKselection|z	NKselection|p-value	NKselection|fdr	NKselection|wald-p-value	NKselection|wald-fdr
GSTM2	5	0.072734	0.41087	0.57994	0.99224	0.68116	0.99998
CAMP	6	0.028664	0.30098	0.81799	0.99256	0.76343	0.99998
GLYATL3	6	-0.088405	-0.77076	0.44043	0.99224	0.44085	0.99998
RNF126	6	-0.058809	-0.44545	0.59939	0.99224	0.656	0.99998
OSBPL6	6	-0.026669	-0.18597	0.80232	0.99256	0.85247	0.99998
NonTargetingControlGuideForHuman_0123	1	-0.13724	-0.56011	0.62096	0.99224	0.5754	0.99998
hsa-mir-548ao	4	-0.39788	-2.0515	0.01014	0.81734	0.040216	0.99998
KRTAP21-1	6	0.029479	0.32691	0.81274	0.99256	0.74374	0.99998
NCOA6	6	-0.070808	-0.46138	0.5303	0.99224	0.64453	0.99998
SPIRE1	6	-0.17625	-0.70087	0.13112	0.95061	0.48338	0.99998
DUS4L	6	0.043135	0.3708	0.72319	0.99256	0.71079	0.99998
hsa-mir-219a-2	4	0.24444	1.4882	0.10218	0.95024	0.1367	0.99998
OCEL1	6	0.037084	0.19357	0.76246	0.99256	0.84651	0.99998
NonTargetingControlGuideForHuman_0372	1	-0.044462	-0.88458	0.86233	0.99256	0.37638	0.99998
FGL2	6	-0.095463	-1.0136	0.40637	0.99224	0.31077	0.99998
RBM17	6	-0.09633	-0.61211	0.40176	0.99224	0.54047	0.99998
PMFBP1	6	-0.076193	-0.4456	0.50136	0.99224	0.65589	0.99998
IFIT1	6	-0.051804	-0.49127	0.64267	0.99224	0.62324	0.99998
OR2J3	6	0.14569	1.3467	0.2233	0.9833	0.17809	0.99998
OR6C2	6	0.071451	0.86758	0.55293	0.99224	0.38562	0.99998
CCZ1	5	-0.011997	-0.064833	0.91349	0.99453	0.94831	0.99998
PGRMC1	6	-0.13989	-1.5291	0.22768	0.9833	0.12624	0.99998
C16orf62	6	-0.11068	-0.91292	0.33512	0.99224	0.36128	0.99998
TMEM55B	6	0.0095726	0.07068	0.94529	0.99715	0.94365	0.99998
AP4B1	6	-0.043848	-0.46337	0.6912	0.99224	0.6431	0.99998
PSG9	6	0.12282	0.8141	0.30258	0.99224	0.41559	0.99998
GBP7	6	-0.021766	-0.12677	0.83514	0.99256	0.89912	0.99998
PCDHA10	2	0.38628	1.0173	0.077937	0.94089	0.30899	0.99998
TBC1D23	6	0.18257	0.87966	0.12628	0.95061	0.37904	0.99998
NonTargetingControlGuideForHuman_0841	1	0.2215	1.1327	0.44596	0.99224	0.25736	0.99998
BACE1	6	-0.0031901	-0.036977	0.96419	0.99752	0.9705	0.99998
GLYAT	6	-0.16587	-1.659	0.15564	0.96379	0.097119	0.99998
MAPK6	6	-0.11951	-0.90743	0.29894	0.99224	0.36418	0.99998
LOC100288814	6	-0.056154	-0.38419	0.61575	0.99224	0.70084	0.99998
C5orf52	6	-0.1536	-1.1398	0.18491	0.96828	0.25438	0.99998
hsa-mir-3201	4	-0.15234	-1.0913	0.29096	0.99224	0.27514	0.99998
DLGAP4	6	0.12752	0.71221	0.28589	0.99224	0.47633	0.99998
FANCL	6	0.1771	1.3708	0.1373	0.95344	0.17045	0.99998
AHSA1	6	0.14114	0.98887	0.23667	0.98383	0.32273	0.99998
FAM96A	6	0.071865	0.62555	0.55054	0.99224	0.53161	0.99998
STK11IP	6	-0.0034272	-0.015559	0.96253	0.99752	0.98759	0.99998
COX16	6	0.12118	1.3139	0.30871	0.99224	0.18888	0.99998
ZNF267	6	0.038282	0.18461	0.75448	0.99256	0.85353	0.99998
MICAL3	6	0.067631	0.39738	0.57483	0.99224	0.69108	0.99998
HLCS	6	0.17645	0.72985	0.13882	0.95437	0.46548	0.99998
SHF	6	0.28135	1.6753	0.022538	0.86304	0.093872	0.99998
FOXD4L2	5	0.095539	0.8934	0.46407	0.99224	0.37164	0.99998
OR4N4	6	0.11359	0.96522	0.33963	0.99224	0.33443	0.99998
SSFA2	6	0.04065	0.28379	0.74042	0.99256	0.77657	0.99998
TMEM165	6	0.047237	0.33957	0.69802	0.99224	0.73418	0.99998
hsa-mir-6793	4	0.10839	0.38132	0.45532	0.99224	0.70296	0.99998
MAGEB4	6	0.19292	1.3326	0.10748	0.95024	0.18266	0.99998
LRRC16B	6	0.25898	1.4708	0.03429	0.87073	0.14134	0.99998
CLIC6	6	0.047332	0.36168	0.69719	0.99224	0.71759	0.99998
ARPP21	6	0.019199	0.11085	0.88035	0.99353	0.91174	0.99998
FRAS1	6	0.064083	0.57309	0.59469	0.99224	0.56659	0.99998
SHMT1	6	0.14005	0.90634	0.23994	0.98383	0.36475	0.99998
MFSD3	6	-0.053779	-0.52105	0.63096	0.99224	0.60233	0.99998
WNK4	6	-0.0069339	-0.060287	0.93644	0.99638	0.95193	0.99998
ARHGAP19	6	0.074747	0.55504	0.53302	0.99224	0.57887	0.99998
ZNF599	6	0.21428	1.3606	0.075909	0.94089	0.17364	0.99998
TM4SF19	6	-0.23124	-1.584	0.051528	0.91399	0.11319	0.99998
MST4	6	-0.093681	-1.0251	0.41591	0.99224	0.3053	0.99998
MEIS3	6	0.085325	0.35245	0.47357	0.99224	0.7245	0.99998
KCNG4	6	-0.1247	-0.68483	0.27921	0.99224	0.49345	0.99998
SENP2	6	-0.12565	-1.1111	0.27603	0.99224	0.26654	0.99998
POM121	5	0.23225	2.0531	0.077154	0.94089	0.040065	0.99998
OR13C2	6	-0.016451	-0.15896	0.86929	0.99256	0.8737	0.99998
DMRTC1	6	-0.031832	-0.32001	0.76918	0.99256	0.74896	0.99998
FOXR2	6	0.14319	0.85712	0.23114	0.9833	0.39138	0.99998
